development,scenario,tts_minutes,component
938,scenario_70,1839.5003665299157,network
940,scenario_70,-1870.648972444178,network
945,scenario_70,-13661.484642167808,network
952,scenario_70,-9611.917303431312,network
958,scenario_70,28.989987566601485,network
964,scenario_70,-84.14079948706785,network
970,scenario_70,-2807.270465477486,network
971,scenario_70,-526.8268320995267,network
987,scenario_70,-76.62812433770159,network
0,scenario_75,7495.222997135075,network
2,scenario_75,-16415.009297464625,network
12,scenario_75,-640.3021603132947,network
15,scenario_75,5381.084786013002,network
17,scenario_75,-5153.028565229324,network
25,scenario_75,-16772.879500293348,network
27,scenario_75,-15720.67967445287,network
28,scenario_75,-1287.358103434963,network
57,scenario_75,2400.832797418465,network
62,scenario_75,1240.2925037970415,network
63,scenario_75,-18762.31405180687,network
73,scenario_75,-8238.844680594164,network
90,scenario_75,-268.8347908600699,network
94,scenario_75,251.2677149711526,network
103,scenario_75,-17164.20763194264,network
104,scenario_75,-76.69885000766953,network
109,scenario_75,-33452.41636106471,network
114,scenario_75,-1806.190340780944,network
126,scenario_75,-18728.855026079986,network
140,scenario_75,-537.4879538970417,network
143,scenario_75,-76.39225325366715,network
144,scenario_75,-13006.372978357424,network
150,scenario_75,-14484.733992537018,network
176,scenario_75,4428.384717606648,network
177,scenario_75,511.13713878876297,network
195,scenario_75,-14198.859553051125,network
197,scenario_75,-1799.2164675932145,network
201,scenario_75,-18538.036245902826,network
202,scenario_75,-6871.127802112838,network
206,scenario_75,-189.71822673920545,network
209,scenario_75,510.4587379822624,network
227,scenario_75,-357.53137966484064,network
233,scenario_75,-961.3972706095664,network
240,scenario_75,-430.03509462374495,network
243,scenario_75,-10524.517003125104,network
245,scenario_75,-14843.330727510853,network
249,scenario_75,-17816.471389277605,network
250,scenario_75,-1262.6283818630618,network
255,scenario_75,-2217.652336978994,network
261,scenario_75,-7318.796652276127,network
267,scenario_75,-278.1627399327117,network
270,scenario_75,-2064.076527923171,network
273,scenario_75,-549.3063645965885,network
277,scenario_75,-11521.40284268238,network
284,scenario_75,-1526.1580868499004,network
285,scenario_75,-17674.20606249763,network
289,scenario_75,-17137.774285486026,network
308,scenario_75,-2212.1904670182266,network
331,scenario_75,-19480.100066028303,network
334,scenario_75,10854.06533039536,network
348,scenario_75,-19474.960711338616,network
351,scenario_75,-28453.24570139422,network
356,scenario_75,-11888.327814222022,network
358,scenario_75,-16455.473923874728,network
390,scenario_75,-11476.81327791611,network
392,scenario_75,332.4593162522651,network
394,scenario_75,-1502.9611736172228,network
423,scenario_75,7343.028677492635,network
459,scenario_75,-3974.706073741429,network
464,scenario_75,-10.91728568461258,network
469,scenario_75,-11690.120236806746,network
486,scenario_75,-18246.63966392452,network
493,scenario_75,42.82384766911855,network
499,scenario_75,-13162.052612944564,network
517,scenario_75,-886.1551509498386,network
521,scenario_75,-29533.170347110892,network
531,scenario_75,-16310.545531215146,network
533,scenario_75,-1473.3331127935671,network
538,scenario_75,384.7489699447178,network
540,scenario_75,2235.125813521503,network
546,scenario_75,-2612.276354437403,network
550,scenario_75,9.603242312849034,network
552,scenario_75,-6338.479205425538,network
556,scenario_75,-2742.5865812060074,network
558,scenario_75,-13791.560368784296,network
564,scenario_75,-17024.29421303305,network
565,scenario_75,-480.3116609585122,network
569,scenario_75,1250.9696379685192,network
594,scenario_75,-1664.4531498227734,network
602,scenario_75,-639.4815476198564,network
612,scenario_75,-33460.52615132375,network
614,scenario_75,-2801.719273263763,network
625,scenario_75,-2794.2882593640825,network
627,scenario_75,-983.9038880684528,network
628,scenario_75,-5033.416851373797,network
629,scenario_75,-1146.2223850659211,network
648,scenario_75,-925.3083376354772,network
662,scenario_75,-28167.717993242142,network
669,scenario_75,7013.770063537231,network
670,scenario_75,-1671.1479744965327,network
673,scenario_75,3534.933863632381,network
678,scenario_75,-14305.707442496088,network
680,scenario_75,-832.4177113148035,network
682,scenario_75,-13801.755205303023,network
689,scenario_75,-17751.835412308166,network
694,scenario_75,1771.63616177917,network
726,scenario_75,-4807.2158060960355,network
736,scenario_75,-125.2403720965376,network
750,scenario_75,-18421.37865198555,network
755,scenario_75,-1378.5435743456474,network
759,scenario_75,-32740.02576155128,network
761,scenario_75,4176.466860651271,network
764,scenario_75,-2766.05365815229,network
767,scenario_75,3106.8198488671915,network
770,scenario_75,1646.2156384838163,network
775,scenario_75,-19771.906050635676,network
776,scenario_75,-7299.239256789209,network
780,scenario_75,239.02036661928287,network
789,scenario_75,-15903.530860461236,network
791,scenario_75,-4118.513043260842,network
809,scenario_75,-4345.143677391403,network
810,scenario_75,-1785.0530409296623,network
811,scenario_75,-132.97911409236258,network
813,scenario_75,4848.446579809068,network
822,scenario_75,-2287.2625611163676,network
831,scenario_75,-5278.583667875326,network
837,scenario_75,-250.6395775229903,network
858,scenario_75,-1476.079787134135,network
863,scenario_75,-275.2331318668439,network
866,scenario_75,-2057.589066240238,network
873,scenario_75,-17537.168710534053,network
878,scenario_75,-4219.608081050857,network
887,scenario_75,-8431.28864253324,network
895,scenario_75,-16040.742672467022,network
935,scenario_75,-3272.4045076945913,network
938,scenario_75,4662.831503035384,network
940,scenario_75,-2975.3556057121023,network
945,scenario_75,-23533.450706453004,network
952,scenario_75,-15108.4690715787,network
958,scenario_75,592.1286089454661,network
964,scenario_75,-58.83365358179435,network
970,scenario_75,-4763.919239377545,network
971,scenario_75,-656.20701295248,network
987,scenario_75,-113.9163530114456,network
0,scenario_78,20058.80853419844,network
2,scenario_78,-38255.40294163278,network
12,scenario_78,728.800718084909,network
15,scenario_78,14315.212122946745,network
17,scenario_78,-4994.80686358409,network
25,scenario_78,-40457.297807711875,network
27,scenario_78,-37759.72999385232,network
28,scenario_78,6749.325038261013,network
57,scenario_78,6847.288903713692,network
62,scenario_78,3654.838952779537,network
63,scenario_78,-43448.23998708697,network
73,scenario_78,-20075.92531504971,network
90,scenario_78,25.324217749061063,network
94,scenario_78,728.9052331903949,network
103,scenario_78,-39622.03108554939,network
104,scenario_78,119.86479495163076,network
109,scenario_78,-80354.05603358056,network
114,scenario_78,-3385.863673426211,network
126,scenario_78,-44012.164406712865,network
140,scenario_78,-1165.8799046408385,network
143,scenario_78,-81.20618261070922,network
144,scenario_78,-31134.316389989577,network
150,scenario_78,-35045.97761731339,network
176,scenario_78,13592.81718649785,network
177,scenario_78,1454.6081444394076,network
195,scenario_78,-34066.02034900733,network
197,scenario_78,-3894.408571290784,network
201,scenario_78,-43331.967186188325,network
202,scenario_78,-15881.836319756228,network
206,scenario_78,402.00536079797894,network
209,scenario_78,4175.321019680705,network
227,scenario_78,-400.8136827496346,network
233,scenario_78,-1819.0713797402568,network
240,scenario_78,-514.8027681824751,network
243,scenario_78,-20399.630193075864,network
245,scenario_78,-35551.09199050022,network
249,scenario_78,-41285.63964477158,network
250,scenario_78,-1351.754259637557,network
255,scenario_78,-4785.592871833593,network
261,scenario_78,-17709.412840053672,network
267,scenario_78,-408.5963240149431,network
270,scenario_78,-4183.812821977306,network
273,scenario_78,-599.6764236325398,network
277,scenario_78,-27217.055592561373,network
284,scenario_78,-2945.4233507257886,network
285,scenario_78,-40664.03484970145,network
289,scenario_78,-39536.83479636861,network
308,scenario_78,-2481.7599991981406,network
331,scenario_78,-45737.685006769374,network
334,scenario_78,28875.764588708756,network
348,scenario_78,-43688.976177504286,network
351,scenario_78,-71081.28278147266,network
356,scenario_78,-28668.34146454651,network
358,scenario_78,-38302.81454645051,network
390,scenario_78,-28488.881284076255,network
392,scenario_78,1087.77235907875,network
394,scenario_78,-2347.004831083119,network
423,scenario_78,20182.098068382707,network
459,scenario_78,-6387.560440784786,network
464,scenario_78,20.155696162953973,network
469,scenario_78,-27303.638546218863,network
486,scenario_78,-42228.10783503717,network
493,scenario_78,180.75177696859464,network
499,scenario_78,-31404.801010363735,network
517,scenario_78,-1695.874047422316,network
521,scenario_78,-70435.65771413362,network
531,scenario_78,-39290.32773487922,network
533,scenario_78,-2040.286171419546,network
538,scenario_78,2483.228609152604,network
540,scenario_78,7280.90360734472,network
546,scenario_78,-6581.2251382381655,network
550,scenario_78,1961.3928199026268,network
552,scenario_78,-15735.517916590208,network
556,scenario_78,-6765.724701621104,network
558,scenario_78,-29133.163690698333,network
564,scenario_78,-39109.38800126454,network
565,scenario_78,1726.0700408397242,network
569,scenario_78,4394.066061047954,network
594,scenario_78,-827.7097093390767,network
602,scenario_78,1240.0024378255475,network
612,scenario_78,-80383.98327889713,network
614,scenario_78,-6461.889724987559,network
625,scenario_78,-5960.40535688214,network
627,scenario_78,-1126.7272381752264,network
628,scenario_78,-12702.283077094473,network
629,scenario_78,-2094.0250704749487,network
648,scenario_78,-960.2506139893084,network
662,scenario_78,-66730.35041739955,network
669,scenario_78,18728.023339500884,network
670,scenario_78,-2372.2364913308993,network
673,scenario_78,9332.173046026728,network
678,scenario_78,-33191.33081980748,network
680,scenario_78,706.5774139871355,network
682,scenario_78,-29147.187729741912,network
689,scenario_78,-40853.7564504575,network
694,scenario_78,6851.081456501153,network
726,scenario_78,-12146.466171369888,network
736,scenario_78,-217.08518488053232,network
750,scenario_78,-42480.39405812882,network
755,scenario_78,-1511.044020425994,network
759,scenario_78,-78397.54932086519,network
761,scenario_78,11507.891394940789,network
764,scenario_78,-3574.393694555154,network
767,scenario_78,8637.322950350586,network
770,scenario_78,4769.8989106983645,network
775,scenario_78,-46670.566184882075,network
776,scenario_78,-18495.663043018896,network
780,scenario_78,2266.5176301521715,network
789,scenario_78,-34965.52837840584,network
791,scenario_78,-8183.671221875586,network
809,scenario_78,-8662.246964817401,network
810,scenario_78,-1234.6791559357662,network
811,scenario_78,-121.62040178198367,network
813,scenario_78,17569.050736607285,network
822,scenario_78,-5046.60833307961,network
831,scenario_78,-13300.018724601015,network
837,scenario_78,225.005780729698,network
858,scenario_78,-296.6255188686773,network
863,scenario_78,2327.548367889365,network
866,scenario_78,-4363.898991721682,network
873,scenario_78,-40452.304296106566,network
878,scenario_78,-8965.836501339218,network
887,scenario_78,-20883.37468412798,network
895,scenario_78,-36923.30239546159,network
935,scenario_78,-7409.135424121516,network
938,scenario_78,15290.635753472336,network
940,scenario_78,-6600.452140944544,network
945,scenario_78,-57230.14823743026,network
952,scenario_78,-32926.94184799818,network
958,scenario_78,2848.728186496417,network
964,scenario_78,73.58256170968525,network
970,scenario_78,-11385.73458417738,network
971,scenario_78,-942.0118971683552,network
987,scenario_78,-219.5039453068748,network
0,scenario_89,4267.8599389913725,network
2,scenario_89,-10496.956286620116,network
12,scenario_89,-857.2418082755757,network
15,scenario_89,3080.2673138658865,network
17,scenario_89,-4701.244624282699,network
25,scenario_89,-10458.695889910685,network
27,scenario_89,-9835.060695317516,network
28,scenario_89,-2783.227325964137,network
57,scenario_89,1280.771024828835,network
62,scenario_89,635.0142401435878,network
63,scenario_89,-12053.36069327395,network
73,scenario_89,-5096.979866615497,network
90,scenario_89,-306.21549618791323,network
94,scenario_89,127.37455819628669,network
103,scenario_89,-11052.825599847594,network
104,scenario_89,-112.8686557689216,network
109,scenario_89,-20914.96053896728,network
114,scenario_89,-1325.584761483944,network
126,scenario_89,-11902.750038601109,network
140,scenario_89,-362.6033004578785,network
143,scenario_89,-72.7379930348834,network
144,scenario_89,-8159.3120288548525,network
150,scenario_89,-9006.47153637698,network
176,scenario_89,2174.417948250775,network
177,scenario_89,270.6971287606284,network
195,scenario_89,-8887.664631623775,network
197,scenario_89,-1212.3160701014567,network
201,scenario_89,-11828.498529507897,network
202,scenario_89,-4420.627143078542,network
206,scenario_89,-293.7919434806681,network
